Recency,Frequency,Monetary,R,F,M
470,1,24.94,3,2,2
403,6,222.25,3,4,4
470,1,78.85,3,2,3
470,1,11.77,3,2,1
470,1,71.83,3,2,3
470,1,24.54,3,2,2
339,2,172.38,3,3,4
470,1,14.96,3,2,1
470,1,14.99,3,2,1
414,2,43.3,3,3,2
470,1,15.36,3,2,1
105,3,61.38,4,4,3
470,1,66.83,3,2,3
470,1,15.76,3,2,1
62,10,248.39,4,4,4
470,1,15.99,3,2,1
168,3,51.72,4,4,3
153,2,23.76,4,3,2
469,1,16.77,3,2,1
470,1,14.37,3,2,1
445,2,71.27,3,3,3
470,1,17.9,3,2,1
271,3,52.24,3,4,3
469,1,11.77,3,2,1
470,1,12.78,3,2,1
233,9,1516.32,3,4,4
180,3,39.97,4,4,2
422,2,302.19,3,3,4
470,1,31.97,3,2,2
470,1,13.97,3,2,1
338,2,35.96,3,3,2
470,1,14.96,3,2,1
470,1,28.76,3,2,2
470,1,14.37,3,2,1
44,5,81.43,4,4,3
465,1,33.37,3,2,2
470,1,14.37,3,2,1
470,1,25.96,3,2,2
412,2,57.05,3,3,3
470,1,11.77,3,2,1
106,6,320.49,4,4,4
470,1,102.99,3,2,3
470,1,11.77,3,2,1
470,1,11.77,3,2,1
106,4,116.92,4,4,4
470,1,40.95,3,2,2
32,15,285.59,4,4,4
470,1,13.97,3,2,1
470,1,15.36,3,2,1
470,1,31.77,3,2,2
470,1,24.99,3,2,2
469,1,55.5,3,2,3
120,2,47.72,4,3,3
103,6,254.84,4,4,4
470,1,27.77,3,2,2
272,3,46.16,3,4,3
447,1,27.94,3,2,2
470,1,12.97,3,2,1
6,4,192.53,4,4,4
470,1,14.96,3,2,1
470,1,6.79,3,2,1
112,2,95.98,4,3,3
301,2,24.24,3,3,2
470,1,18.95,3,2,1
70,8,363.27,4,4,4
420,2,46.98,3,3,3
470,1,14.96,3,2,1
59,6,159.28,4,4,4
470,1,11.77,3,2,1
470,1,11.77,3,2,1
236,2,61.51,3,3,3
470,1,13.97,3,2,1
124,2,28.54,4,3,2
470,1,29.52,3,2,2
470,1,123.7,3,2,4
233,3,87.85,3,4,3
245,3,117.17,3,4,4
463,2,88.87,3,3,3
470,1,14.37,3,2,1
209,3,60.24,3,4,3
36,7,443.17,4,4,4
469,1,11.77,3,2,1
470,1,14.37,3,2,1
470,1,11.77,3,2,1
55,2,47.77,4,3,3
470,1,42.32,3,2,2
470,1,10.97,3,2,1
470,1,15.36,3,2,1
470,1,12.77,3,2,1
111,7,387.71,4,4,4
364,4,101.62,3,4,3
470,1,26.77,3,2,2
351,2,75.7,3,3,3
470,1,35.98,3,2,2
166,3,41.21,4,4,2
40,4,84.35,4,4,3
470,1,37.91,3,2,2
470,1,12.77,3,2,1
470,1,17.99,3,2,1
157,7,100.36,4,4,3
470,1,12.97,3,2,1
132,2,15.78,4,3,1
134,2,27.95,4,3,2
470,1,12.49,3,2,1
356,2,56.28,3,3,3
62,5,179.42,4,4,4
470,1,15.76,3,2,1
470,1,23.94,3,2,2
470,1,16.36,3,2,1
470,1,40.11,3,2,2
470,1,33.31,3,2,2
470,1,9.97,3,2,1
470,1,11.77,3,2,1
432,2,37.33,3,3,2
31,18,536.66,4,4,4
470,1,59.99,3,2,3
255,4,114.85,3,4,4
470,1,24.98,3,2,2
403,2,35.2,3,3,2
470,1,14.37,3,2,1
470,1,11.77,3,2,1
142,4,183.67,4,4,4
470,1,11.77,3,2,1
143,4,91.07,4,4,3
106,5,365.58,4,4,4
470,1,25.94,3,2,2
470,1,11.77,3,2,1
102,3,159.26,4,4,4
389,2,62.21,3,3,3
407,2,28.93,3,3,2
462,1,37.91,3,2,2
243,2,19.76,3,3,1
3,5,292.58,4,4,4
470,1,20.99,3,2,2
19,6,277.7,4,4,4
470,1,11.77,3,2,1
102,3,119.34,4,4,4
183,4,107.78,4,4,4
470,1,11.77,3,2,1
394,2,38.7,3,3,2
364,2,116.1,3,3,4
13,10,326.75,4,4,4
470,1,10.97,3,2,1
162,2,95.82,4,3,3
469,1,77.82,3,2,3
470,1,24.98,3,2,2
104,25,2031.06,4,4,4
469,1,58.46,3,2,3
115,5,140.54,4,4,4
469,1,21.76,3,2,2
469,1,31.76,3,2,2
469,1,27.74,3,2,2
469,1,21.99,3,2,2
99,10,313.41,4,4,4
15,28,2350.5,4,4,4
89,3,77.14,4,4,3
469,1,14.99,3,2,1
217,4,145.95,3,4,4
128,5,118.96,4,4,4
469,1,22.73,3,2,2
95,2,68.24,4,3,3
96,2,104.27,4,3,3
434,2,40.53,3,3,2
388,4,297.71,3,4,4
119,16,220.32,4,4,4
469,1,58.89,3,2,3
469,1,15.96,3,2,1
469,1,32.27,3,2,2
469,1,56.0,3,2,3
469,1,31.26,3,2,2
23,6,74.67,4,4,3
469,1,38.71,3,2,2
469,1,14.37,3,2,1
376,3,56.52,3,4,3
101,6,159.33,4,4,4
469,1,21.99,3,2,2
469,1,24.99,3,2,2
22,3,113.89,4,4,4
111,5,71.02,4,4,3
469,1,23.73,3,2,2
469,1,18.99,3,2,1
469,1,24.74,3,2,2
469,1,203.07,3,2,4
469,1,15.76,3,2,1
469,1,46.28,3,2,3
375,3,263.63,3,4,4
469,1,54.27,3,2,3
469,1,15.36,3,2,1
467,2,44.29,3,3,3
469,1,14.37,3,2,1
10,13,885.14,4,4,4
341,3,162.45,3,4,4
469,1,18.99,3,2,1
454,2,55.86,3,3,3
469,1,49.1,3,2,3
469,1,12.77,3,2,1
408,3,63.25,3,4,3
469,1,67.85,3,2,3
167,7,184.67,4,4,4
28,22,3319.83,4,4,4
248,2,75.92,3,3,3
469,1,15.36,3,2,1
320,3,132.77,3,4,4
285,2,82.47,3,3,3
461,2,41.64,3,3,2
469,1,49.68,3,2,3
469,1,20.7,3,2,2
4,2,111.65,4,3,4
469,1,156.49,3,2,4
18,6,155.78,4,4,4
469,1,25.77,3,2,2
467,1,11.77,3,2,1
469,1,39.98,3,2,2
469,1,32.52,3,2,2
469,1,19.99,3,2,2
469,1,15.36,3,2,1
469,1,99.21,3,2,3
427,8,355.79,3,4,4
154,3,68.23,4,4,3
63,12,319.43,4,4,4
469,1,42.27,3,2,2
79,7,576.23,4,4,4
469,1,11.77,3,2,1
278,3,123.02,3,4,4
86,2,26.26,4,3,2
102,7,366.26,4,4,4
469,1,51.92,3,2,3
467,2,13.55,3,3,1
14,9,212.66,4,4,4
469,1,27.73,3,2,2
1,16,749.87,4,4,4
469,1,33.12,3,2,2
74,6,116.07,4,4,4
469,1,4.79,3,2,1
442,2,118.95,3,3,4
469,1,15.99,3,2,1
469,1,17.55,3,2,1
469,1,44.7,3,2,3
469,1,26.73,3,2,2
402,3,29.94,3,4,2
469,1,10.77,3,2,1
105,11,377.11,4,4,4
410,3,93.04,3,4,3
218,4,197.08,3,4,4
469,1,32.29,3,2,2
469,1,11.77,3,2,1
457,2,35.36,3,3,2
469,1,31.72,3,2,2
469,1,25.37,3,2,2
18,6,212.02,4,4,4
469,1,12.79,3,2,1
276,9,484.58,3,4,4
469,1,9.77,3,2,1
469,1,11.77,3,2,1
218,2,29.35,3,3,2
469,1,14.79,3,2,1
328,2,104.07,3,3,3
104,4,91.68,4,4,3
424,2,26.14,3,3,2
464,1,60.3,3,2,3
121,4,146.31,4,4,4
468,1,30.72,3,2,2
469,1,37.84,3,2,2
460,2,38.72,3,3,2
40,4,216.62,4,4,4
469,1,9.98,3,2,1
421,6,205.22,3,4,4
469,1,45.48,3,2,3
404,2,70.22,3,3,3
469,1,26.73,3,2,2
16,4,116.08,4,4,4
469,1,23.98,3,2,2
469,1,6.77,3,2,1
221,3,149.66,3,4,4
198,3,68.72,4,4,3
469,1,14.96,3,2,1
27,8,278.25,4,4,4
153,11,505.19,4,4,4
469,1,145.43,3,2,4
434,3,57.48,3,4,3
464,1,77.0,3,2,3
353,4,136.67,3,4,4
81,2,33.26,4,3,2
237,2,61.53,3,3,3
444,2,57.46,3,3,3
43,2,32.23,4,3,2
124,5,105.76,4,4,3
110,8,98.84,4,4,3
340,6,114.71,3,4,4
469,1,11.77,3,2,1
469,1,13.77,3,2,1
469,1,66.06,3,2,3
469,1,23.54,3,2,2
99,3,54.0,4,4,3
191,6,447.41,4,4,4
469,1,67.62,3,2,3
322,5,240.59,3,4,4
39,9,262.12,4,4,4
1,17,840.92,4,4,4
308,4,114.72,3,4,4
173,4,102.33,4,4,3
469,1,15.36,3,2,1
466,2,25.74,3,3,2
47,4,77.59,4,4,3
469,1,15.36,3,2,1
421,3,77.46,3,4,3
60,7,122.06,4,4,4
34,18,640.85,4,4,4
433,3,82.84,3,4,3
469,1,25.77,3,2,2
251,2,27.36,3,3,2
422,2,29.92,3,3,2
469,1,12.77,3,2,1
170,4,76.11,4,4,3
469,1,42.98,3,2,2
469,1,45.69,3,2,3
94,2,31.15,4,3,2
29,7,93.79,4,4,3
50,5,148.13,4,4,4
469,1,14.96,3,2,1
469,1,104.21,3,2,3
109,2,71.43,4,3,3
469,1,21.97,3,2,2
469,1,16.7,3,2,1
459,2,29.33,3,3,2
469,1,95.97,3,2,3
462,2,26.74,3,3,2
440,2,30.95,3,3,2
469,1,23.77,3,2,2
469,1,15.36,3,2,1
469,1,14.37,3,2,1
312,2,54.95,3,3,3
81,5,217.75,4,4,4
469,1,37.96,3,2,2
469,1,39.98,3,2,2
469,1,29.93,3,2,2
469,1,19.58,3,2,1
145,2,25.46,4,3,2
41,8,408.29,4,4,4
469,1,16.75,3,2,1
449,2,27.94,3,3,2
469,1,14.37,3,2,1
469,1,77.44,3,2,3
209,5,165.5,3,4,4
469,1,12.77,3,2,1
115,6,232.4,4,4,4
469,1,22.94,3,2,2
101,6,138.65,4,4,4
469,1,13.97,3,2,1
469,1,12.97,3,2,1
307,2,117.93,3,3,4
112,5,249.19,4,4,4
15,16,489.7,4,4,4
58,2,230.45,4,3,4
469,1,14.96,3,2,1
297,7,175.74,3,4,4
294,2,197.67,3,3,4
279,7,111.8,3,4,4
469,1,10.77,3,2,1
469,1,10.77,3,2,1
30,6,320.95,4,4,4
469,1,28.33,3,2,2
141,2,30.36,4,3,2
469,1,9.98,3,2,1
469,1,31.76,3,2,2
94,14,372.19,4,4,4
469,1,4.79,3,2,1
153,5,416.69,4,4,4
469,1,13.97,3,2,1
101,2,39.13,4,3,2
469,1,94.02,3,2,3
204,2,105.14,4,3,3
113,2,55.29,4,3,3
353,3,107.97,3,4,4
469,1,53.74,3,2,3
397,2,144.47,3,3,4
469,1,15.36,3,2,1
469,1,10.77,3,2,1
469,1,11.77,3,2,1
469,1,15.99,3,2,1
265,2,162.61,3,3,4
5,3,77.58,4,4,3
12,23,1428.42,4,4,4
159,3,62.2,4,4,3
469,1,13.97,3,2,1
431,2,33.51,3,3,2
469,1,12.9,3,2,1
102,9,204.13,4,4,4
469,1,13.97,3,2,1
469,1,49.99,3,2,3
469,1,36.31,3,2,2
469,1,12.97,3,2,1
469,1,23.74,3,2,2
289,11,285.42,3,4,4
31,12,738.15,4,4,4
155,4,124.07,4,4,4
469,1,10.99,3,2,1
469,1,35.77,3,2,2
469,1,30.92,3,2,2
188,5,61.46,4,4,3
469,1,11.77,3,2,1
469,1,29.73,3,2,2
469,1,21.54,3,2,2
469,1,15.36,3,2,1
19,3,50.84,4,4,3
468,1,37.74,3,2,2
442,2,62.89,3,3,3
468,1,32.72,3,2,2
468,1,38.51,3,2,2
468,1,11.97,3,2,1
5,27,2982.8,4,4,4
468,1,11.99,3,2,1
468,1,41.1,3,2,2
468,1,44.31,3,2,3
100,2,122.13,4,3,4
468,1,12.49,3,2,1
125,3,235.58,4,4,4
468,1,28.74,3,2,2
468,1,27.74,3,2,2
416,2,80.04,3,3,3
468,1,16.36,3,2,1
468,1,8.97,3,2,1
54,5,195.77,4,4,4
59,4,135.38,4,4,4
465,1,14.99,3,2,1
468,1,64.27,3,2,3
468,1,15.36,3,2,1
468,1,5.99,3,2,1
468,1,15.3,3,2,1
331,2,70.46,3,3,3
468,1,11.77,3,2,1
467,2,104.46,3,3,3
468,1,63.85,3,2,3
334,3,115.27,3,4,4
468,1,11.77,3,2,1
434,4,364.92,3,4,4
468,1,74.07,3,2,3
239,8,457.17,3,4,4
468,1,13.97,3,2,1
456,2,64.94,3,3,3
234,6,279.59,3,4,4
93,2,43.02,4,3,2
468,1,38.06,3,2,2
468,1,9.77,3,2,1
218,5,152.67,3,4,4
160,7,212.08,4,4,4
468,1,43.3,3,2,2
468,1,44.88,3,2,3
468,1,26.14,3,2,2
466,2,30.32,3,3,2
136,7,329.64,4,4,4
331,2,61.11,3,3,3
468,1,32.31,3,2,2
429,2,90.84,3,3,3
407,2,154.03,3,3,4
468,1,100.44,3,2,3
238,2,71.07,3,3,3
468,1,19.99,3,2,2
468,1,15.36,3,2,1
320,3,32.44,3,4,2
468,1,50.27,3,2,3
466,1,12.77,3,2,1
264,7,121.45,3,4,4
370,4,142.27,3,4,4
468,1,13.99,3,2,1
468,1,14.96,3,2,1
280,3,151.76,3,4,4
468,1,37.9,3,2,2
145,3,127.49,4,4,4
106,10,348.91,4,4,4
468,1,15.36,3,2,1
468,1,13.97,3,2,1
468,1,9.98,3,2,1
10,37,1212.29,4,4,4
468,1,76.51,3,2,3
468,1,35.51,3,2,2
468,1,9.77,3,2,1
12,2,38.84,4,3,2
100,2,50.98,4,3,3
0,13,292.42,4,4,4
434,2,54.97,3,3,3
256,2,79.96,3,3,3
468,1,9.77,3,2,1
468,1,24.75,3,2,2
468,1,61.44,3,2,3
468,1,9.99,3,2,1
462,2,102.55,3,3,3
468,1,14.96,3,2,1
94,3,77.36,4,4,3
468,1,30.32,3,2,2
468,1,36.31,3,2,2
468,1,7.98,3,2,1
468,1,39.35,3,2,2
467,2,29.58,3,3,2
468,1,11.97,3,2,1
90,2,156.35,4,3,4
13,4,254.02,4,4,4
468,1,8.77,3,2,1
468,1,15.3,3,2,1
468,1,24.99,3,2,2
468,1,19.77,3,2,1
217,5,162.17,3,4,4
468,1,24.98,3,2,2
468,1,69.85,3,2,3
288,3,216.29,3,4,4
468,1,18.99,3,2,1
468,1,20.74,3,2,2
200,2,28.95,4,3,2
468,1,20.75,3,2,2
193,3,38.27,4,4,2
265,2,27.97,3,3,2
468,1,28.73,3,2,2
468,1,11.77,3,2,1
468,1,29.93,3,2,2
468,1,70.03,3,2,3
278,2,40.97,3,3,2
67,4,67.92,4,4,3
240,2,63.03,3,3,3
25,5,156.16,4,4,4
34,5,129.66,4,4,4
11,115,3918.98,4,4,4
468,1,13.97,3,2,1
468,1,15.76,3,2,1
411,3,41.9,3,4,2
468,1,18.99,3,2,1
468,1,11.77,3,2,1
276,5,286.35,3,4,4
51,2,173.47,4,3,4
391,2,58.09,3,3,3
468,1,14.96,3,2,1
468,1,41.78,3,2,2
468,1,37.97,3,2,2
134,2,51.88,4,3,3
468,1,14.37,3,2,1
468,1,12.49,3,2,1
468,1,25.77,3,2,2
468,1,11.97,3,2,1
265,3,45.73,3,4,3
134,7,279.62,4,4,4
234,2,96.08,3,3,3
468,1,13.97,3,2,1
384,2,28.93,3,3,2
274,2,29.26,3,3,2
468,1,4.98,3,2,1
18,24,935.59,4,4,4
468,1,15.36,3,2,1
468,1,28.34,3,2,2
468,1,29.92,3,2,2
200,2,54.12,4,3,3
383,2,180.97,3,3,4
468,1,36.73,3,2,2
468,1,11.77,3,2,1
357,3,210.54,3,4,4
441,2,99.34,3,3,3
468,1,13.97,3,2,1
79,6,125.14,4,4,4
302,3,30.82,3,4,2
467,2,80.44,3,3,3
295,7,482.12,3,4,4
468,1,90.65,3,2,3
247,2,46.75,3,3,3
421,2,159.98,3,3,4
468,1,14.37,3,2,1
468,1,15.36,3,2,1
468,1,64.33,3,2,3
73,3,97.97,4,4,3
468,1,104.0,3,2,3
468,1,81.04,3,2,3
468,1,15.76,3,2,1
468,1,53.88,3,2,3
468,1,8.77,3,2,1
96,3,226.19,4,4,4
129,3,83.55,4,4,3
468,1,11.99,3,2,1
467,1,47.08,3,2,3
468,1,9.97,3,2,1
468,1,29.73,3,2,2
468,1,14.37,3,2,1
468,1,5.78,3,2,1
25,3,64.12,4,4,3
468,1,11.77,3,2,1
447,4,228.67,3,4,4
468,1,14.37,3,2,1
468,1,11.77,3,2,1
468,1,15.36,3,2,1
463,3,261.16,3,4,4
468,1,14.96,3,2,1
468,1,54.77,3,2,3
468,1,13.97,3,2,1
468,1,15.96,3,2,1
468,1,16.36,3,2,1
234,3,52.51,3,4,3
468,1,30.15,3,2,2
93,6,74.74,4,4,3
468,1,27.77,3,2,2
468,1,12.49,3,2,1
468,1,15.36,3,2,1
151,3,91.19,4,4,3
468,1,15.36,3,2,1
468,1,11.77,3,2,1
468,1,21.99,3,2,2
468,1,39.37,3,2,2
303,2,94.92,3,3,3
152,4,346.17,4,4,4
468,1,29.33,3,2,2
468,1,12.49,3,2,1
468,1,20.76,3,2,2
468,1,24.99,3,2,2
41,8,320.49,4,4,4
441,3,152.06,3,4,4
464,1,60.83,3,2,3
208,10,455.32,3,4,4
468,1,32.31,3,2,2
468,1,13.97,3,2,1
467,1,83.68,3,2,3
291,2,24.76,3,3,2
468,1,25.74,3,2,2
468,1,5.98,3,2,1
468,1,8.77,3,2,1
203,4,107.06,4,4,4
462,2,51.47,3,3,3
411,2,60.64,3,3,3
73,2,31.29,4,3,2
345,3,85.69,3,4,3
456,2,199.91,3,3,4
468,1,10.77,3,2,1
420,2,105.43,3,3,3
16,2,29.45,4,3,2
460,2,34.76,3,3,2
467,2,27.14,3,3,2
468,1,58.99,3,2,3
101,2,91.7,4,3,3
363,2,60.35,3,3,3
468,1,15.76,3,2,1
468,1,26.99,3,2,2
468,1,11.77,3,2,1
451,2,58.66,3,3,3
468,1,66.96,3,2,3
462,1,11.77,3,2,1
156,4,327.15,4,4,4
87,3,100.77,4,4,3
468,1,103.74,3,2,3
282,3,59.85,3,4,3
417,2,57.93,3,3,3
468,1,11.77,3,2,1
449,3,185.63,3,4,4
334,4,330.24,3,4,4
7,5,61.09,4,4,3
467,1,29.33,3,2,2
199,2,17.26,4,3,1
468,1,13.56,3,2,1
468,1,21.54,3,2,2
468,1,9.77,3,2,1
279,2,33.34,3,3,2
426,2,61.53,3,3,3
468,1,29.33,3,2,2
468,1,15.36,3,2,1
467,1,33.98,3,2,2
409,3,80.63,3,4,3
264,2,78.52,3,3,3
467,1,17.99,3,2,1
467,1,9.78,3,2,1
467,1,13.97,3,2,1
467,1,28.93,3,2,2
450,2,26.74,3,3,2
467,1,42.51,3,2,2
467,1,37.14,3,2,2
467,1,11.77,3,2,1
175,5,206.58,4,4,4
454,2,40.1,3,3,2
215,2,34.52,3,3,2
198,2,176.58,4,3,4
467,1,12.77,3,2,1
467,1,14.37,3,2,1
260,3,35.97,3,4,2
467,1,52.46,3,2,3
467,1,79.96,3,2,3
467,1,11.77,3,2,1
45,9,242.15,4,4,4
249,2,217.7,3,3,4
30,2,51.46,4,3,3
467,1,15.36,3,2,1
288,4,121.92,3,4,4
104,3,63.18,4,4,3
467,1,24.34,3,2,2
32,4,196.93,4,4,4
99,8,752.66,4,4,4
29,4,99.22,4,4,3
100,4,157.55,4,4,4
467,1,45.95,3,2,3
74,6,160.58,4,4,4
250,4,286.63,3,4,4
251,5,99.77,3,4,3
467,1,28.13,3,2,2
467,1,79.8,3,2,3
467,1,25.74,3,2,2
9,14,295.99,4,4,4
467,1,15.36,3,2,1
464,1,33.32,3,2,2
467,1,9.99,3,2,1
467,1,25.74,3,2,2
467,1,15.36,3,2,1
467,1,27.98,3,2,2
108,2,51.55,4,3,3
467,1,17.3,3,2,1
465,1,55.25,3,2,3
460,2,50.92,3,3,3
467,1,11.77,3,2,1
64,2,70.72,4,3,3
467,1,17.76,3,2,1
467,1,19.99,3,2,2
467,1,11.77,3,2,1
467,1,14.37,3,2,1
467,1,9.77,3,2,1
467,1,12.49,3,2,1
115,2,52.97,4,3,3
15,4,94.57,4,4,3
467,1,13.97,3,2,1
287,3,74.14,3,4,3
467,1,12.77,3,2,1
333,2,136.97,3,3,4
127,3,98.43,4,4,3
19,6,662.88,4,4,4
116,2,58.85,4,3,3
467,1,11.77,3,2,1
306,2,26.56,3,3,2
12,8,661.35,4,4,4
124,4,365.66,4,4,4
467,1,26.14,3,2,2
114,2,36.96,4,3,2
467,1,30.51,3,2,2
467,1,9.98,3,2,1
117,5,399.94,4,4,4
203,5,159.0,4,4,4
467,1,157.54,3,2,4
456,2,76.43,3,3,3
81,3,73.15,4,4,3
107,13,4490.64,4,4,4
467,1,42.1,3,2,2
467,1,12.7,3,2,1
467,1,37.47,3,2,2
109,7,286.34,4,4,4
343,3,46.87,3,4,3
467,1,13.97,3,2,1
316,2,21.32,3,3,2
105,7,151.64,4,4,4
71,7,150.57,4,4,4
362,2,67.54,3,3,3
467,1,17.36,3,2,1
397,2,76.5,3,3,3
467,1,27.94,3,2,2
467,1,9.77,3,2,1
467,1,9.77,3,2,1
467,1,11.77,3,2,1
132,3,111.04,4,4,4
22,8,206.36,4,4,4
467,1,15.36,3,2,1
7,3,89.65,4,4,3
467,1,11.77,3,2,1
467,1,22.99,3,2,2
60,5,174.27,4,4,4
467,1,37.98,3,2,2
467,1,11.77,3,2,1
41,2,44.23,4,3,3
28,13,307.19,4,4,4
467,1,25.74,3,2,2
69,5,222.23,4,4,4
467,1,56.06,3,2,3
467,1,11.77,3,2,1
467,1,25.6,3,2,2
467,1,13.97,3,2,1
95,4,229.69,4,4,4
112,4,710.32,4,4,4
204,4,231.02,4,4,4
467,1,27.99,3,2,2
467,1,12.97,3,2,1
467,1,13.97,3,2,1
22,24,781.61,4,4,4
369,2,26.73,3,3,2
467,1,15.96,3,2,1
467,1,13.97,3,2,1
229,2,78.69,3,3,3
467,1,15.36,3,2,1
396,3,51.65,3,4,3
467,1,9.77,3,2,1
454,2,101.94,3,3,3
467,1,11.77,3,2,1
194,8,170.95,4,4,4
321,2,89.43,3,3,3
251,2,88.8,3,3,3
57,7,269.85,4,4,4
467,1,15.36,3,2,1
467,1,12.49,3,2,1
467,1,19.95,3,2,1
222,4,151.0,3,4,4
467,1,14.99,3,2,1
440,2,28.74,3,3,2
467,1,18.99,3,2,1
222,2,36.94,3,3,2
141,8,153.16,4,4,4
467,1,10.77,3,2,1
436,2,69.08,3,3,3
467,1,11.77,3,2,1
461,2,49.08,3,3,3
419,2,68.5,3,3,3
438,3,103.19,3,4,3
5,30,2356.89,4,4,4
3,4,345.18,4,4,4
467,1,49.37,3,2,3
467,1,14.96,3,2,1
459,2,45.68,3,3,3
467,1,14.96,3,2,1
95,4,158.27,4,4,4
20,22,416.63,4,4,4
105,8,1018.92,4,4,4
109,3,114.68,4,4,4
467,1,18.99,3,2,1
467,1,47.05,3,2,3
448,2,79.8,3,3,3
463,2,51.56,3,3,3
467,1,19.96,3,2,1
467,1,8.77,3,2,1
467,1,24.74,3,2,2
467,1,46.94,3,2,3
467,1,38.71,3,2,2
467,1,45.35,3,2,3
467,1,19.96,3,2,1
49,8,244.13,4,4,4
467,1,4.79,3,2,1
465,1,27.94,3,2,2
49,3,128.09,4,4,4
467,1,14.96,3,2,1
467,1,29.37,3,2,2
467,1,22.97,3,2,2
71,5,188.73,4,4,4
467,1,70.84,3,2,3
467,1,4.99,3,2,1
356,2,76.69,3,3,3
467,1,37.35,3,2,2
467,1,33.72,3,2,2
467,1,69.97,3,2,3
54,3,118.92,4,4,4
103,4,77.94,4,4,3
467,1,14.99,3,2,1
281,5,208.98,3,4,4
464,1,15.57,3,2,1
467,1,20.99,3,2,2
376,8,288.97,3,4,4
467,1,22.99,3,2,2
464,2,29.33,3,3,2
467,1,13.99,3,2,1
56,5,155.89,4,4,4
58,3,129.56,4,4,4
68,8,785.44,4,4,4
225,3,43.71,3,4,3
102,4,79.93,4,4,3
467,1,14.99,3,2,1
467,1,14.37,3,2,1
467,1,22.7,3,2,2
467,1,32.73,3,2,2
467,1,21.54,3,2,2
467,1,14.96,3,2,1
467,1,5.78,3,2,1
459,2,37.51,3,3,2
466,1,26.13,3,2,2
21,5,70.4,4,4,3
163,5,92.68,4,4,3
434,2,30.36,3,3,2
467,1,25.37,3,2,2
170,2,69.68,4,3,3
236,3,94.45,3,4,3
160,3,117.69,4,4,4
467,1,13.77,3,2,1
467,1,12.49,3,2,1
467,1,11.97,3,2,1
463,1,75.45,3,2,3
450,2,28.93,3,3,2
232,2,103.92,3,3,3
129,7,163.52,4,4,4
147,3,82.76,4,4,3
176,2,43.25,4,3,2
467,1,14.79,3,2,1
467,1,11.77,3,2,1
126,5,205.29,4,4,4
419,2,41.69,3,3,2
24,8,231.68,4,4,4
467,1,20.99,3,2,2
467,1,13.97,3,2,1
454,2,24.76,3,3,2
467,1,38.95,3,2,2
130,6,83.15,4,4,3
466,1,11.77,3,2,1
212,2,32.84,3,3,2
61,9,379.6,4,4,4
55,6,416.09,4,4,4
11,2,28.48,4,3,2
467,1,20.99,3,2,2
467,1,10.99,3,2,1
467,1,21.97,3,2,2
466,1,69.84,3,2,3
467,1,14.96,3,2,1
29,5,275.39,4,4,4
65,8,338.26,4,4,4
467,1,29.73,3,2,2
466,1,23.54,3,2,2
466,1,22.77,3,2,2
22,20,1350.59,4,4,4
466,1,14.79,3,2,1
466,1,28.74,3,2,2
10,6,186.16,4,4,4
398,3,49.68,3,4,3
466,1,19.99,3,2,2
466,1,27.52,3,2,2
62,3,67.99,4,4,3
317,2,133.32,3,3,4
448,2,33.96,3,3,2
466,1,19.97,3,2,1
466,1,37.54,3,2,2
466,1,30.72,3,2,2
37,18,1068.73,4,4,4
466,1,14.96,3,2,1
257,3,89.5,3,4,3
466,1,48.22,3,2,3
466,1,12.76,3,2,1
142,2,74.25,4,3,3
61,5,125.6,4,4,4
366,4,116.98,3,4,4
393,2,41.33,3,3,2
194,5,107.38,4,4,4
281,3,119.78,3,4,4
299,2,375.6,3,3,4
16,5,170.14,4,4,4
379,2,65.02,3,3,3
466,1,50.27,3,2,3
465,1,18.36,3,2,1
3,4,112.24,4,4,4
466,1,29.73,3,2,2
79,2,63.84,4,3,3
466,1,38.97,3,2,2
466,1,204.29,3,2,4
53,3,82.21,4,4,3
461,2,40.5,3,3,2
466,1,15.36,3,2,1
466,1,13.97,3,2,1
275,2,66.73,3,3,3
127,3,210.71,4,4,4
460,2,45.94,3,3,3
236,2,79.55,3,3,3
466,1,14.37,3,2,1
448,2,60.78,3,3,3
87,19,2388.72,4,4,4
19,4,127.34,4,4,4
263,3,33.43,3,4,2
187,5,127.51,4,4,4
466,1,24.94,3,2,2
466,1,13.97,3,2,1
333,2,52.87,3,3,3
466,1,58.51,3,2,3
466,1,12.97,3,2,1
466,1,11.99,3,2,1
466,1,10.77,3,2,1
465,1,15.76,3,2,1
240,3,40.95,3,4,2
466,1,35.89,3,2,2
226,4,127.77,3,4,4
466,1,14.99,3,2,1
6,4,266.42,4,4,4
442,2,85.98,3,3,3
463,1,104.13,3,2,3
412,2,83.28,3,3,3
208,2,95.0,3,3,3
75,2,150.04,4,3,4
379,2,45.73,3,3,3
466,1,15.9,3,2,1
64,2,28.98,4,3,2
466,1,17.9,3,2,1
466,1,67.23,3,2,3
283,2,73.47,3,3,3
466,1,68.24,3,2,3
456,2,83.95,3,3,3
466,1,14.37,3,2,1
364,2,58.85,3,3,3
7,6,172.85,4,4,4
466,1,15.96,3,2,1
466,1,13.97,3,2,1
466,1,129.96,3,2,4
466,1,57.98,3,2,3
466,1,14.96,3,2,1
211,2,78.79,3,3,3
397,2,41.05,3,3,2
223,11,421.04,3,4,4
466,1,18.76,3,2,1
466,1,13.97,3,2,1
152,2,60.61,4,3,3
466,1,43.64,3,2,3
466,1,35.7,3,2,2
466,1,42.1,3,2,2
